order_item_id,order_id,product_id,quantity,price
564,17961,1644,9,960.88
565,15926,4493,3,26.25
566,9964,2235,3,955.86
567,3086,4360,9,890.9
568,3236,1084,6,975.24
569,1012,2574,5,312.1
570,17706,2736,4,968.8
571,153,2082,9,217.63
572,17304,1559,3,983.88
573,4001,513,2,465.35
574,2378,3992,6,267.94
575,4985,226,9,456.97
576,14788,3609,4,31.74
577,3248,131,7,512.27
578,5779,1657,10,576.27
579,726,1027,3,648.06
580,19586,1216,9,12.51
581,9297,2519,1,433.35
582,10900,422,4,196.7
583,16674,2329,9,381.68
584,8253,1494,9,98.36
585,1082,3805,5,439.62
586,5139,1683,8,15.18
587,1222,4304,1,519.68
588,7057,2978,1,822.16
589,14176,1998,4,53.92
590,18546,2928,8,215.18
591,8318,3506,10,490.61
592,1861,1106,9,97.2
593,3102,544,9,795.02
594,19198,4219,9,305.77
595,15190,4583,5,365.66
596,18120,293,9,854.17
597,14061,3712,7,874.86
598,19222,1429,9,136.8
599,19604,1857,6,656.35
600,2515,3687,7,398.3
601,16967,1005,6,104.89
602,19193,4117,3,167.23
603,4069,2803,5,241.59
604,17896,1186,4,232.61
605,14446,1191,6,762.66
606,3242,3677,3,509.18
607,419,4991,3,655.81
608,6101,2564,4,41.03
609,16830,2508,8,51.26
610,17244,748,5,223.81
611,13261,1107,8,411.25
612,1173,3907,4,22.45
613,3655,3890,2,665.36
614,19274,2706,9,705.83
615,8457,4672,7,846.36
616,16835,2686,1,506.09
617,15592,3975,4,680.39
618,11129,1050,5,44.77
619,1057,3370,7,615.92
620,7217,3577,5,930.27
621,2708,1172,4,266.52
622,3325,4909,8,768.21
623,19772,1976,3,224.54
624,7277,3992,6,756.72
625,2176,4368,3,873.36
626,1231,1409,6,433.11
627,16191,2290,4,36.63
628,4746,3712,7,227.4
629,8899,2043,9,388.04
630,15114,483,9,420.89
631,4316,4549,2,103.8
632,18720,4722,6,988.87
633,9332,1866,1,115.51
634,11555,3786,7,141.32
635,6837,886,3,549.73
636,17309,4730,6,517.4
637,15656,2670,7,500.26
638,8436,2285,9,575.64
639,9616,1927,8,255.42
640,6476,3654,6,930.87
641,1151,2834,8,918.87
642,8760,4613,7,286.33
643,6963,2146,5,244.91
644,6973,4539,1,780.84
645,15658,3850,2,107.17
646,5026,2523,7,553.29
647,15480,461,6,531.08
648,187,4501,6,564.7
649,14318,1156,2,273.24
650,1121,3585,5,500.7
651,7804,1138,8,155.83
652,5519,161,8,805.18
653,2882,463,5,505.2
654,10143,1232,3,287.55
655,19993,3522,8,412.03
656,5497,1748,2,648.61
657,3448,4379,8,519.68
658,1459,3024,5,119.07
659,3913,3666,5,895.24
660,5396,2867,2,321.56
661,17834,3285,8,54.15
662,4694,2529,7,415.59
663,6838,4436,6,776.16
664,11848,1541,3,648.62
665,14618,3570,9,772.77
666,10159,4047,7,309.52
667,17860,496,5,536.15
668,12217,1240,4,883.35
669,6377,2927,5,139.69
670,3468,1716,6,750.81
671,8444,1759,4,786.41
672,6916,1532,7,405.27
673,8927,3558,1,506.76
674,18726,3400,1,755.19
675,13354,1799,9,597.93
676,10271,4040,3,70.8
677,4790,2867,5,517.5
678,8615,2549,7,270.71
679,8855,2304,10,658.85
680,5016,1805,9,174.09
681,626,1815,6,463.96
682,1076,4264,3,313.22
683,637,2178,7,707.51
684,7530,4563,6,164.74
685,6608,4892,2,278.71
686,3325,3094,1,654.06
687,396,4286,5,845.9
688,18911,3534,6,114.71
689,14069,2164,4,830.4
690,474,2157,4,532.59
691,14932,976,8,559.22
692,6636,4349,6,186.53
693,2019,2569,2,194.92
694,8780,3127,8,249.41
695,369,3831,3,944.19
696,967,661,3,431.29
697,4680,3172,7,221.14
698,978,4200,3,192.74
699,10957,513,6,742.43
700,14567,2783,5,377.86
701,1127,1900,1,179.53
702,5750,4418,8,160.86
703,7810,4708,5,708.91
704,1036,2862,10,686.92
705,9425,4630,3,716.82
706,1901,3669,9,128.75
707,13468,1696,8,459.07
708,19352,3659,6,300.58
709,12772,1031,5,75.04
710,16871,2366,1,778.29
711,14241,4652,9,699.94
712,18035,1156,8,212.85
713,19895,2495,3,485.18
714,11318,895,4,242.21
715,17391,4463,5,942.5
716,8862,1655,8,578.28
717,9263,3515,7,84.72
718,2390,3815,8,469.32
719,3937,2066,8,486.32
720,19802,2601,9,351.28
721,19247,1763,1,794.81
722,14387,1204,10,908.19
723,16005,3838,5,482.32
724,11703,4973,3,97.45
725,16843,2030,10,882.28
726,15990,4321,5,448.9
727,6264,2125,5,649.9
728,13491,2761,6,638.39
729,3593,3888,8,921.28
730,13436,1880,2,865.47
731,11937,983,3,747.6
732,6849,3550,3,812.83
733,17483,3429,6,132.22
734,5359,4685,4,192.38
735,19690,2208,5,302.06
736,3119,3980,4,985.76
737,5653,4734,6,175.66
738,19221,161,8,508.37
739,634,4176,1,48.06
740,11806,3137,4,825.35
741,1861,2083,5,978.43
742,6974,4969,7,486.49
743,1840,456,4,799.64
744,5987,891,7,994.79
745,4254,3236,4,258.91
746,17839,2812,2,932.04
747,14948,3216,8,942.52
748,2271,4951,9,198.27
749,16551,360,9,822.59
750,15480,3580,8,828.54
751,19393,1617,10,140.43
752,13349,855,2,644.58
753,16928,712,7,270.16
754,5971,1613,4,312.36
755,16184,2238,1,748.28
756,14323,3739,9,480.26
757,9435,2162,9,549.92
758,1164,1162,3,338.6
759,7245,3931,8,469.03
760,4758,1578,10,216.9
761,8117,312,5,38.81
762,18653,4997,8,706.38
763,11087,69,4,734.04
764,19860,3004,10,33.63
765,482,235,7,472.31
766,15119,2272,2,832.48
767,10735,2125,2,830.43
768,5930,2925,7,912.95
769,17421,2684,6,112.4
770,13249,1341,3,898.34
771,6810,3836,5,379.96
772,15276,4974,7,499.09
773,1894,3673,7,461.52
774,16598,910,5,829.56
775,1167,1191,10,736.1
776,17206,4225,10,922.45
777,19836,2547,1,811.23
778,16533,134,6,301.22
779,3083,4630,7,888.76
780,7713,3165,2,202.61
781,10439,1126,5,764.76
782,16468,4303,5,822.62
783,8974,4712,8,720.68
784,15950,1022,9,918.04
785,7812,3558,5,908.13
786,10636,3328,7,704.82
787,17778,3987,8,725.57
788,15635,3313,3,296.01
789,11377,4481,1,904.8
790,6397,189,9,745.49
791,11514,2205,10,887.88
792,11679,2331,4,981.04
793,2702,1855,9,600.55
794,18264,4032,5,549.85
795,1660,3786,5,676.2
796,6512,986,3,112.38
797,2027,3445,10,678.7
798,8275,1117,9,855.48
799,768,1573,10,260.56
800,8293,1603,6,998.65
801,6771,1556,9,418.69
802,7679,202,3,830.35
803,12421,4984,3,272.87
804,1748,4621,2,788.24
805,18207,2164,4,525.65
806,18398,2206,6,155.5
807,7170,317,7,724.1
808,4646,4522,3,287.1
809,3437,3173,2,659.68
810,7317,4406,5,847.96
811,3624,1793,3,726.1
812,5011,1252,3,743.29
813,398,1352,6,263.07
814,19021,195,1,652.97
815,3893,977,1,128.7
816,15953,3706,4,600.8
817,15062,1515,9,170.12
818,1020,501,7,457.98
819,18300,1652,6,650.55
820,2443,3934,3,102.63
821,6506,4048,7,788.63
822,2793,1967,9,196.0
823,3272,117,1,986.41
824,5592,967,7,482.05
825,5320,1799,9,130.32
826,15032,4029,10,248.27
827,18728,1532,3,926.82
828,5938,4491,4,535.79
829,13082,3566,8,515.84
830,19675,3048,5,234.53
831,9705,1902,5,524.9
832,17753,3221,7,227.94
833,9499,4385,3,121.37
834,1949,2869,2,901.0
835,15166,3389,7,350.43
836,6212,4775,2,834.82
837,11855,1687,1,145.07
838,18839,3680,7,611.04
839,11764,3028,9,828.55
840,4842,1103,9,140.23
841,12106,4499,8,569.66
842,6068,3256,1,195.37
843,11911,747,3,14.84
844,3448,4855,9,194.09
845,4674,2410,8,721.5
846,10965,368,5,508.3
847,10504,1774,6,439.69
848,5409,3573,7,547.06
849,151,2766,10,247.05
850,11010,1817,4,182.2
851,5916,4618,9,814.2
852,17977,3258,6,765.02
853,15112,987,4,415.86
854,10073,2038,2,22.49
855,2219,1158,3,982.52
856,8204,1432,1,758.6
857,14770,4217,1,318.69
858,3283,140,3,478.22
859,10567,2819,10,379.46
860,6240,1401,7,308.68
861,38,148,9,491.64
862,16160,4393,1,938.94
863,9492,1839,8,954.84
864,14060,3492,2,637.85
865,19997,3910,10,810.3
866,1253,2923,6,775.39
867,7735,3504,8,99.67
868,12779,340,4,698.22
869,1828,4911,7,848.04
870,9559,2808,9,582.33
871,5377,3852,10,652.75
872,16504,3879,3,561.26
873,1946,4396,8,674.43
874,19648,643,7,44.12
875,5522,3734,6,683.11
876,15170,2383,9,286.23
877,18606,3354,8,335.7
878,4227,419,10,421.22
879,7962,1776,9,60.18
880,407,4738,8,230.64
881,3229,2740,3,272.16
882,16735,2870,3,501.38
883,308,2390,5,772.56
884,9384,4741,6,434.75
885,17489,2378,2,902.81
886,1405,1372,2,566.64
887,12890,4252,9,810.24
888,8928,1604,8,80.51
889,15814,3745,5,949.87
890,3187,4139,3,128.55
891,3892,2484,10,187.56
892,6384,3658,1,377.15
893,8136,1536,9,633.16
894,864,2776,9,866.76
895,18433,1355,7,226.44
896,18845,3362,6,309.22
897,19173,905,6,497.95
898,8,3265,8,337.58
899,18720,2664,1,661.45
900,11268,2009,1,74.72
901,13448,2357,7,698.78
902,15676,1977,3,68.6
903,17891,2699,2,902.93
904,12531,4369,10,793.96
905,6351,838,9,925.23
906,17408,3468,6,662.15
907,14991,1386,2,294.94
908,18572,4974,6,817.64
909,13564,2853,2,720.76
910,7476,649,8,416.42
911,1798,1217,10,509.75
912,10967,3899,6,366.14
913,11958,3001,7,777.22
914,11856,2583,2,246.81
915,4747,2817,4,588.98
916,2346,2268,1,647.82
917,1637,2772,4,554.2
918,11892,2528,8,202.04
919,11325,890,8,583.9
920,14350,275,6,499.65
921,1629,1123,3,249.59
922,4881,2107,4,677.41
923,10688,2863,4,83.18
924,8617,1435,2,403.42
925,16697,1886,2,813.45
926,3695,3680,2,821.39
927,10201,2052,9,958.78
928,5249,1524,6,954.09
929,19787,481,1,941.0
930,4684,3675,4,881.73
931,18718,1768,8,895.45
932,11739,2842,5,380.84
933,1070,3331,6,778.69
934,3869,2169,9,641.31
935,1906,703,10,349.3
936,17675,4672,2,980.25
937,3476,1837,6,334.49
938,11922,369,3,726.23
939,14049,394,4,169.54
940,5346,3505,5,705.53
941,8888,415,1,302.01
942,19223,672,5,564.98
943,13983,3221,9,375.24
944,17060,885,5,578.88
945,3267,4175,3,587.49
946,11311,2913,2,673.21
947,17854,3514,2,652.68
948,12934,3634,2,601.08
949,18385,2075,5,750.34
950,1413,1958,2,569.95
951,2020,2274,5,902.97
952,18440,620,6,195.42
953,12668,3160,9,948.95
954,16182,669,9,431.69
955,163,4036,5,955.3
956,18982,63,10,313.84
957,11615,1837,2,252.85
958,3082,3384,1,552.22
959,19076,1346,5,968.33
960,17233,2424,10,424.51
961,8830,2453,9,834.82
962,2991,3960,8,252.77
963,9947,2203,7,456.74
964,17101,2846,5,353.71
965,8272,2561,3,525.21
966,3733,2420,1,75.33
967,17820,2511,1,410.68
968,7244,4042,6,344.6
969,1328,4241,1,997.01
970,12918,635,1,700.57
971,75,1905,2,907.75
972,3778,2632,2,867.05
973,3242,261,5,144.11
974,1576,497,3,666.38
975,1200,3825,9,816.55
976,18926,1232,3,68.15
977,13983,3355,2,860.46
978,11873,2644,10,620.58
979,7259,807,9,779.62
980,18320,486,4,946.93
981,6722,2541,4,603.12
982,11724,4554,10,453.43
983,18453,1381,9,115.11
984,2053,1993,3,167.2
985,14426,4318,1,605.19
986,12474,1032,7,599.22
987,3556,315,9,693.41
988,1215,2689,1,515.62
989,9735,3151,2,80.52
990,16110,2107,3,102.02
991,3277,3351,7,828.58
992,1401,2399,7,151.72
993,17890,4145,7,231.71
994,8603,782,1,915.52
995,5907,1062,3,875.56
996,10885,4236,1,150.07
997,8888,1938,2,994.49
998,13684,3098,7,484.83
999,4642,1687,6,398.01
1000,8209,4993,7,750.07
1001,13502,2075,5,444.38
1002,2182,479,9,61.52
1003,7081,3268,6,466.81
1004,2943,3748,1,875.53
1005,1527,1098,7,917.4
1006,5057,1112,9,349.36
1007,3617,4385,4,861.42
1008,17942,2298,5,732.0
1009,6066,2976,2,336.56
1010,15791,3367,8,370.47
1011,12150,3696,3,950.69
1012,7079,133,4,317.38
