order_id,customer_id,order_date,payment_id,shipping_id,total_amount
425,1780,2021-03-08 21:40,425,425,395.48
426,1125,2021-10-25 20:45,426,426,113.93
427,193,2023-01-13 00:13,427,427,269.41
428,1198,2021-10-23 04:21,428,428,678.34
429,1388,2020-11-17 12:35,429,429,561.02
430,1195,2020-07-23 05:57,430,430,682.06
431,870,2023-09-28 00:22,431,431,726.11
432,1517,2021-06-22 20:05,432,432,184.89
433,7,2022-06-08 05:28,433,433,143.68
434,134,2022-09-22 08:26,434,434,646.13
435,1003,2022-04-14 08:33,435,435,946.04
436,1647,2023-06-06 00:51,436,436,518.15
437,1845,2022-09-10 14:07,437,437,68.59
438,496,2022-04-18 13:03,438,438,570.98
439,79,2021-08-05 10:48,439,439,171.8
440,1698,2021-07-25 22:08,440,440,820.82
441,823,2023-08-06 12:41,441,441,65.06
442,1829,2022-12-28 14:18,442,442,639.74
443,1063,2022-10-31 04:20,443,443,478.7
444,962,2022-04-08 17:30,444,444,861.7
445,908,2022-09-14 07:02,445,445,295.05
446,1799,2020-11-03 21:13,446,446,350.44
447,62,2022-04-11 13:17,447,447,90.9
448,1127,2021-09-04 14:15,448,448,210.08
449,1503,2020-05-06 22:19,449,449,906.52
450,1673,2022-09-04 04:44,450,450,247.36
451,249,2022-09-14 02:46,451,451,538.83
452,1257,2020-01-05 12:47,452,452,70.04
453,1716,2020-09-10 00:29,453,453,34.82
454,1840,2020-04-24 19:53,454,454,192.72
455,1895,2021-01-17 08:00,455,455,341.13
456,1580,2023-09-03 03:30,456,456,120.12
457,585,2020-03-14 13:43,457,457,256.09
458,1486,2022-02-15 02:37,458,458,751.97
459,627,2023-01-12 00:09,459,459,653.16
460,133,2022-10-15 23:54,460,460,800.08
461,704,2022-01-02 10:44,461,461,933.96
462,1263,2021-11-28 13:52,462,462,234.19
463,898,2022-09-27 06:12,463,463,29.54
464,474,2020-06-24 15:42,464,464,332.33
465,342,2020-07-05 04:36,465,465,714.05
466,31,2020-07-06 15:59,466,466,192.47
467,77,2022-10-07 11:34,467,467,921.06
468,160,2021-05-16 21:13,468,468,572.17
469,1833,2022-01-31 19:58,469,469,45.1
470,67,2022-09-19 15:26,470,470,729.67
471,1625,2021-03-14 06:25,471,471,85.94
472,1541,2022-10-27 10:18,472,472,912.74
473,308,2022-12-22 03:48,473,473,831.94
474,1521,2021-01-10 16:51,474,474,300.65
475,1981,2020-08-14 14:06,475,475,779.34
476,481,2021-07-04 07:21,476,476,605.37
477,1433,2023-04-02 19:22,477,477,271.06
478,1339,2020-03-24 02:57,478,478,589.05
479,606,2020-07-25 11:40,479,479,456.09
480,85,2020-11-03 06:25,480,480,589.63
481,1872,2022-08-02 10:21,481,481,820.26
482,1562,2022-03-13 22:27,482,482,591.39
483,1497,2022-03-05 07:36,483,483,486.32
484,1568,2021-09-20 11:36,484,484,547.11
485,1219,2021-03-04 22:30,485,485,775.72
486,1989,2022-09-30 18:51,486,486,510.36
487,236,2020-09-28 16:06,487,487,630.47
488,134,2023-02-17 11:22,488,488,324.51
489,13,2021-03-06 19:27,489,489,938.92
490,724,2023-07-12 23:06,490,490,861.5
491,12,2021-07-30 23:31,491,491,361.1
492,1079,2023-08-13 23:29,492,492,370.59
493,721,2023-02-04 03:25,493,493,156.38
494,1237,2022-06-27 16:21,494,494,359.32
495,1084,2022-02-14 06:20,495,495,287.66
496,256,2023-06-02 05:19,496,496,20.33
497,180,2020-02-03 21:19,497,497,221.14
498,321,2021-12-16 00:23,498,498,989.69
499,469,2022-05-22 08:14,499,499,929.54
500,1880,2022-03-09 16:18,500,500,811.65
501,1372,2021-11-08 21:15,501,501,105.28
502,190,2020-11-22 19:19,502,502,791.31
503,937,2022-12-10 19:03,503,503,482.91
504,712,2022-08-20 11:34,504,504,258.89
505,1482,2022-09-02 17:44,505,505,816.89
506,211,2021-10-16 07:33,506,506,664.07
507,1096,2022-11-17 06:27,507,507,973.28
508,935,2021-12-06 23:32,508,508,891.39
509,894,2022-05-03 12:56,509,509,189.19
510,1651,2020-04-15 22:42,510,510,542.4
511,1906,2022-08-20 09:58,511,511,326.24
512,1041,2022-03-14 09:42,512,512,304.99
513,877,2020-06-05 15:52,513,513,786.01
514,333,2020-04-29 19:03,514,514,966.58
515,1008,2022-09-27 04:37,515,515,520.87
516,1772,2021-05-26 19:08,516,516,153.03
517,38,2023-03-14 00:01,517,517,385.6
518,796,2020-01-25 08:40,518,518,467.39
519,1802,2021-09-15 20:04,519,519,234.53
520,933,2022-03-21 10:21,520,520,545.22
521,30,2023-01-08 10:35,521,521,191.3
522,1047,2020-03-27 11:12,522,522,658.29
523,1792,2022-06-16 15:46,523,523,918.42
524,710,2023-01-06 18:51,524,524,90.41
525,1194,2023-09-13 13:55,525,525,671.35
526,1538,2021-03-16 02:23,526,526,714.81
527,342,2023-06-29 16:42,527,527,459.05
528,59,2023-07-08 21:40,528,528,552.13
529,1611,2023-04-22 09:00,529,529,952.19
530,937,2021-01-01 17:44,530,530,852.88
531,287,2020-06-17 22:50,531,531,152.59
532,1115,2020-07-21 23:43,532,532,350.51
533,1136,2023-08-06 10:40,533,533,560.08
534,159,2020-09-01 21:41,534,534,866.79
535,1252,2023-07-08 21:02,535,535,974.26
536,702,2022-12-27 06:20,536,536,897.44
537,542,2021-12-22 19:33,537,537,390.15
538,1955,2020-11-10 23:09,538,538,837.68
539,1670,2021-01-22 21:25,539,539,939.7
540,300,2020-08-14 13:19,540,540,540.65
541,1199,2020-05-15 17:03,541,541,294.35
542,1820,2021-11-25 23:22,542,542,924.01
543,1115,2023-08-23 23:49,543,543,404.75
544,1407,2021-09-16 06:39,544,544,156.37
545,508,2023-04-13 13:41,545,545,231.09
546,293,2020-12-16 07:42,546,546,149.81
547,30,2022-08-14 23:09,547,547,271.25
548,1310,2020-07-06 18:40,548,548,813.83
549,8,2022-04-14 12:04,549,549,481.92
550,122,2020-06-24 04:32,550,550,233.25
551,1958,2020-12-29 05:56,551,551,675.27
552,1350,2021-10-31 14:32,552,552,536.12
553,214,2021-09-18 16:59,553,553,811.19
554,430,2021-07-01 16:29,554,554,936.99
555,1866,2021-04-09 11:37,555,555,607.14
556,1897,2020-01-08 14:54,556,556,957.12
557,1962,2022-01-29 23:31,557,557,977.38
558,1835,2020-11-10 10:00,558,558,929.65
559,1369,2022-05-19 01:23,559,559,696.6
560,189,2022-12-08 16:25,560,560,408.02
561,512,2020-11-10 01:08,561,561,570.19
562,577,2021-06-14 16:37,562,562,418.29
563,1097,2022-08-05 08:56,563,563,522.82
564,1464,2021-02-23 02:58,564,564,652.61
565,1426,2020-09-29 18:58,565,565,467.35
566,27,2023-07-02 10:30,566,566,304.24
567,158,2020-04-19 11:00,567,567,778.26
568,756,2023-04-05 19:08,568,568,925.26
569,1792,2023-03-15 09:08,569,569,669.64
570,1235,2020-06-10 07:14,570,570,690.3
571,248,2022-05-31 13:19,571,571,516.66
572,1543,2023-02-11 15:16,572,572,846.51
573,1875,2022-08-02 18:57,573,573,539.22
574,283,2020-05-19 18:13,574,574,691
575,1732,2020-11-20 00:01,575,575,429.19
576,1311,2022-07-12 02:17,576,576,62.99
577,791,2021-04-15 09:08,577,577,495.1
578,1260,2022-01-19 17:17,578,578,639.39
579,1518,2023-08-09 10:34,579,579,944.35
580,1042,2023-02-25 06:38,580,580,148.4
581,56,2023-05-21 20:39,581,581,922.6
582,1887,2023-09-23 00:11,582,582,307.66
583,304,2021-01-09 16:38,583,583,698
584,778,2021-05-05 09:46,584,584,765.3
585,925,2020-11-27 03:12,585,585,656.91
586,142,2020-03-17 16:58,586,586,459.8
587,929,2022-12-25 08:56,587,587,876.6
588,114,2023-07-22 04:42,588,588,438.75
589,955,2022-05-24 19:48,589,589,913.14
590,116,2020-06-26 06:36,590,590,722.79
591,935,2023-07-27 15:55,591,591,64.31
592,458,2023-05-15 08:00,592,592,497.29
593,1884,2022-05-25 23:56,593,593,617.15
